"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2026","FIRST OF FEB","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","90,100",""
"SURVEY","2026","FIRST OF FEB","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","90,100",""
"SURVEY","2026","FIRST OF FEB","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,730,550",""
"SURVEY","2026","FIRST OF FEB","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,730,550",""
"SURVEY","2026","FIRST OF FEB","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","145,550",""
"SURVEY","2026","FIRST OF FEB","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","145,550",""
"SURVEY","2026","FIRST OF FEB","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","223,950",""
"SURVEY","2026","FIRST OF FEB","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","223,950",""
"SURVEY","2026","FIRST OF FEB","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","715,050",""
"SURVEY","2026","FIRST OF FEB","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","715,050",""
"SURVEY","2026","FIRST OF FEB","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","675,200",""
"SURVEY","2026","FIRST OF FEB","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","675,200",""
"SURVEY","2026","FIRST OF FEB","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","30,150",""
"SURVEY","2026","FIRST OF FEB","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF FEB","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF FEB","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","682,250",""
"SURVEY","2026","FIRST OF FEB","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","682,250",""
"SURVEY","2026","FIRST OF FEB","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","405,850",""
"SURVEY","2026","FIRST OF FEB","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","405,850",""
"SURVEY","2026","FIRST OF FEB","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","284,050",""
"SURVEY","2026","FIRST OF FEB","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","284,050",""
"SURVEY","2026","FIRST OF FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","360,300",""
"SURVEY","2026","FIRST OF FEB","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","360,300",""
"SURVEY","2026","FIRST OF FEB","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","5,152,150",""
"SURVEY","2026","FIRST OF FEB","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","33,050",""
"SURVEY","2026","FIRST OF FEB","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","5,119,100",""
"SURVEY","2026","FIRST OF FEB","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","173,000",""
"SURVEY","2026","FIRST OF FEB","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","173,000",""
"SURVEY","2026","FIRST OF JAN","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","517,800",""
"SURVEY","2026","FIRST OF JAN","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","517,800",""
"SURVEY","2026","FIRST OF JAN","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","138,250",""
"SURVEY","2026","FIRST OF JAN","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF JAN","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF JAN","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,344,700",""
"SURVEY","2026","FIRST OF JAN","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,344,700",""
"SURVEY","2026","FIRST OF JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","320,500",""
"SURVEY","2026","FIRST OF JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","260,900",""
"SURVEY","2026","FIRST OF JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","59,600",""
"SURVEY","2026","FIRST OF JAN","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","88,900",""
"SURVEY","2026","FIRST OF JAN","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","88,900",""
"SURVEY","2026","FIRST OF JAN","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,565,600",""
"SURVEY","2026","FIRST OF JAN","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,565,600",""
"SURVEY","2026","FIRST OF JAN","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","95,250",""
"SURVEY","2026","FIRST OF JAN","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","95,250",""
"SURVEY","2026","FIRST OF JAN","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","223,950",""
"SURVEY","2026","FIRST OF JAN","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","223,950",""
"SURVEY","2026","FIRST OF JAN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","715,050",""
"SURVEY","2026","FIRST OF JAN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","715,050",""
"SURVEY","2026","FIRST OF JAN","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","643,750",""
"SURVEY","2026","FIRST OF JAN","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","643,750",""
"SURVEY","2026","FIRST OF JAN","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","28,000",""
"SURVEY","2026","FIRST OF JAN","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF JAN","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF JAN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","659,800",""
"SURVEY","2026","FIRST OF JAN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","659,800",""
"SURVEY","2026","FIRST OF JAN","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","314,300",""
"SURVEY","2026","FIRST OF JAN","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","314,300",""
"SURVEY","2026","FIRST OF JAN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","253,150",""
"SURVEY","2026","FIRST OF JAN","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","253,150",""
"SURVEY","2026","FIRST OF JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","360,300",""
"SURVEY","2026","FIRST OF JAN","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","360,300",""
"SURVEY","2026","FIRST OF JAN","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","4,522,050",""
"SURVEY","2026","FIRST OF JAN","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","25,850",""
"SURVEY","2026","FIRST OF JAN","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","4,496,200",""
"SURVEY","2026","FIRST OF JAN","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","170,650",""
"SURVEY","2026","FIRST OF JAN","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","170,650",""
"SURVEY","2026","FIRST OF MAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","550,450",""
"SURVEY","2026","FIRST OF MAR","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","550,450",""
"SURVEY","2026","FIRST OF MAR","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","255,400",""
"SURVEY","2026","FIRST OF MAR","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF MAR","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF MAR","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,421,950",""
"SURVEY","2026","FIRST OF MAR","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,421,950",""
"SURVEY","2026","FIRST OF MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","401,150",""
"SURVEY","2026","FIRST OF MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","307,050",""
"SURVEY","2026","FIRST OF MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","94,100",""
"SURVEY","2026","FIRST OF MAR","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","90,100",""
"SURVEY","2026","FIRST OF MAR","","STATE","FLORIDA","12","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","90,100",""
"SURVEY","2026","FIRST OF MAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,738,750",""
"SURVEY","2026","FIRST OF MAR","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","1,738,750",""
"SURVEY","2026","FIRST OF MAR","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","160,350",""
"SURVEY","2026","FIRST OF MAR","","STATE","KANSAS","20","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","160,350",""
"SURVEY","2026","FIRST OF MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","223,950",""
"SURVEY","2026","FIRST OF MAR","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","223,950",""
"SURVEY","2026","FIRST OF MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","715,050",""
"SURVEY","2026","FIRST OF MAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","715,050",""
"SURVEY","2026","FIRST OF MAR","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","681,750",""
"SURVEY","2026","FIRST OF MAR","","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","681,750",""
"SURVEY","2026","FIRST OF MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","31,500",""
"SURVEY","2026","FIRST OF MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","FIRST OF MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","682,250",""
"SURVEY","2026","FIRST OF MAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","682,250",""
"SURVEY","2026","FIRST OF MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","461,200",""
"SURVEY","2026","FIRST OF MAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","461,200",""
"SURVEY","2026","FIRST OF MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","284,050",""
"SURVEY","2026","FIRST OF MAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","284,050",""
"SURVEY","2026","FIRST OF MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","360,300",""
"SURVEY","2026","FIRST OF MAR","","STATE","TENNESSEE","47","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","360,300",""
"SURVEY","2026","FIRST OF MAR","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","5,252,250",""
"SURVEY","2026","FIRST OF MAR","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, PIMA - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","34,850",""
"SURVEY","2026","FIRST OF MAR","","STATE","TEXAS","48","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","5,217,400",""
"SURVEY","2026","FIRST OF MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","173,000",""
"SURVEY","2026","FIRST OF MAR","","STATE","VIRGINIA","51","","","","","","","00000000","","COTTON","COTTON, UPLAND - GINNED BALES, MEASURED IN RUNNING BALES","TOTAL","NOT SPECIFIED","173,000",""
"SURVEY","2026","JAN","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","265",""
"SURVEY","2026","JAN","","STATE","ALABAMA","01","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.584",""
"SURVEY","2026","JAN","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","306",""
"SURVEY","2026","JAN","","STATE","ARIZONA","04","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","JAN","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2026","JAN","","STATE","ARKANSAS","05","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.514",""
"SURVEY","2026","JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","368",""
"SURVEY","2026","JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","JAN","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","189",""
"SURVEY","2026","JAN","","STATE","GEORGIA","13","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.635",""
"SURVEY","2026","JAN","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2026","JAN","","STATE","LOUISIANA","22","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED","0.604",""
"SURVEY","2026","JAN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED"," (S)",""
"SURVEY","2026","JAN","","STATE","MISSISSIPPI","28","","","","","","","00000000","","COTTON","COTTON, UPLAND - PRICE RECEIVED, MEASURED IN $ / LB","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2026","JAN","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","COTTON","COTTON, COTTONSEED - PRICE RECEIVED, MEASURED IN $ / TON","TOTAL","NOT SPECIFIED","253",""
